Epoch,Train Accuracy,Train Loss,Val Accuracy,Val Loss
1,0.5004679560661316,0.7527990937232971,0.5125735402107239,0.7110211849212646
2,0.5316218733787537,0.6979184150695801,0.5072231292724609,0.7075738906860352
3,0.5579622983932495,0.6819654703140259,0.51203852891922,0.7166107892990112
4,0.5752105712890625,0.6752554178237915,0.4949170649051666,0.7197620868682861
5,0.5805588960647583,0.671366274356842,0.5141786932945251,0.7146298289299011
6,0.5869768857955933,0.6663729548454285,0.48635634779930115,0.7394899129867554
7,0.6075678467750549,0.6577708125114441,0.48796147108078003,0.7425418496131897
8,0.6075678467750549,0.6543059349060059,0.4981273412704468,0.7195019125938416
9,0.6162588596343994,0.6485203504562378,0.5115034580230713,0.726784884929657
10,0.6249498724937439,0.6448915600776672,0.4954521059989929,0.7450504302978516
11,0.6324374675750732,0.6359990835189819,0.5066880583763123,0.752861499786377
12,0.6375184059143066,0.6279162168502808,0.4970572590827942,0.7484962940216064
13,0.6416633129119873,0.6249800324440002,0.5066880583763123,0.7694314122200012
14,0.655167818069458,0.6152128577232361,0.49331194162368774,0.7668150663375854
15,0.6587778925895691,0.6099198460578918,0.49973246455192566,0.7656962275505066
16,0.6696082353591919,0.600639283657074,0.5131086111068726,0.7681236863136292
17,0.6694745421409607,0.6001108288764954,0.5098983645439148,0.7854054570198059
18,0.670677900314331,0.5926552414894104,0.5104333758354187,0.7903400659561157
19,0.6873913407325745,0.5745225548744202,0.5008025765419006,0.826411247253418
20,0.6999598741531372,0.5691537857055664,0.49384698271751404,0.8332934975624084
