Epoch,Train Accuracy,Train Loss,Val Accuracy,Val Loss
1,0.504612922668457,0.7556766867637634,0.4970572590827942,0.7116345763206482
2,0.5332263708114624,0.6964284777641296,0.4975923001766205,0.7202143669128418
3,0.5592993497848511,0.6821513772010803,0.49438202381134033,0.7142536044120789
4,0.5730712413787842,0.6758798956871033,0.5024077296257019,0.7175291776657104
5,0.5912554860115051,0.6681280732154846,0.49224182963371277,0.7213512063026428
6,0.6002139449119568,0.6616659164428711,0.5018726587295532,0.7293076515197754
7,0.5992779731750488,0.6552414894104004,0.5024077296257019,0.7240557670593262
8,0.6060970425605774,0.6524213552474976,0.4901016652584076,0.7374728322029114
9,0.6252172589302063,0.640785813331604,0.4890315532684326,0.7356566190719604
10,0.6260195374488831,0.6379283666610718,0.48689138889312744,0.7504823803901672
11,0.6368498206138611,0.631150484085083,0.5034778118133545,0.7455900311470032
12,0.6401925683021545,0.6258290410041809,0.4917067885398865,0.7478147745132446
13,0.6475464701652527,0.6186968088150024,0.5013375878334045,0.7501292824745178
14,0.6570397019386292,0.6124106049537659,0.48635634779930115,0.7801034450531006
15,0.6619868874549866,0.6071959137916565,0.500267505645752,0.772499144077301
16,0.6702767610549927,0.6006518006324768,0.5045478940010071,0.7824639081954956
17,0.6721487045288086,0.5949497222900391,0.49866238236427307,0.7852562665939331
18,0.6764273047447205,0.5880592465400696,0.4949170649051666,0.7927055358886719
19,0.68979811668396,0.5786674618721008,0.4949170649051666,0.8114175200462341
20,0.693408191204071,0.5722838044166565,0.4965222179889679,0.8180105090141296
