Epoch,Train Accuracy,Train Loss,Val Accuracy,Val Loss
1,0.5062851309776306,0.7412277460098267,0.498395711183548,0.7115983366966248
2,0.5430596470832825,0.6942423582077026,0.5005347728729248,0.7142478823661804
3,0.5490772724151611,0.6840012073516846,0.5069518685340881,0.713699221611023
4,0.5710082650184631,0.6757358908653259,0.488770067691803,0.7163326740264893
5,0.5857180953025818,0.6694977283477783,0.5192513465881348,0.7108862400054932
6,0.5936079025268555,0.6657735109329224,0.5026738047599792,0.7229966521263123
7,0.6049745678901672,0.6558815240859985,0.4946524202823639,0.732243001461029
8,0.6144691109657288,0.6528215408325195,0.5053476095199585,0.7335541248321533
9,0.6204867362976074,0.6465333700180054,0.49251335859298706,0.7322736978530884
10,0.6310510635375977,0.6364629864692688,0.4989304840564728,0.7350454330444336
11,0.6358652114868164,0.633396565914154,0.5128342509269714,0.7468026876449585
12,0.6376036405563354,0.6289055347442627,0.5042780637741089,0.7554612159729004
13,0.6483016610145569,0.6240971684455872,0.5090909004211426,0.7656673192977905
14,0.655389130115509,0.6149558424949646,0.5005347728729248,0.7533624768257141
15,0.6563252210617065,0.6112161874771118,0.4941176474094391,0.7698401212692261
16,0.6683605313301086,0.5990934371948242,0.5181818008422852,0.7643179297447205
17,0.669029176235199,0.5957563519477844,0.4951871633529663,0.7937651872634888
18,0.6872158050537109,0.5860201120376587,0.488770067691803,0.7941443920135498
19,0.6821342706680298,0.5831484794616699,0.49679145216941833,0.8005452156066895
20,0.6882856488227844,0.5744681358337402,0.5101604461669922,0.8026596307754517
